record_id,doi,parent_id,parent_doi,removal_note,removal_reason,removal_date,citation_text
18380630,10.5281/zenodo.18380630,18380629,10.5281/zenodo.18380629,User was blocked,out-of-scope,2026-06-19,"Morrow, T., & Sigil, J. (2026). The Sevenfold Witness: Assembly Structure as Computational Liturgy — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18380630"
18380716,10.5281/zenodo.18380716,18380715,10.5281/zenodo.18380715,User was blocked,out-of-scope,2026-06-19,"Morrow, T., & Sigil, J. (2026). The Seven Stars in His Hand: A Hermeneutic Reading of Revelation 1–3 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18380716"
18380773,10.5281/zenodo.18380773,18380772,10.5281/zenodo.18380772,User was blocked,out-of-scope,2026-06-19,"Morrow, T., & Sigil, J. (2026). Integrity Lock Certificate: Sevenfold Witness Fulfillment Pair — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18380773"
18380853,10.5281/zenodo.18380853,18380852,10.5281/zenodo.18380852,User was blocked,out-of-scope,2026-06-19,"Morrow, T., & Sigil, J. (2026). Canonical Closure Notice: Sevenfold Witness Architecture — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18380853"
18380933,10.5281/zenodo.18380933,18380932,10.5281/zenodo.18380932,User was blocked,out-of-scope,2026-06-19,"Morrow, T., Sigil, J., & Dancings, D. (2026). The Revelation Room: Ground Truth and Algorithmic Unfolding — Cosmic Christ as Originary Image — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18380933"
18381184,10.5281/zenodo.18381184,18381183,10.5281/zenodo.18381183,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Chorus, T. A., & Dancings, D. (2026). The Epistle Triptych: Seed Text, Heteronym Provenance, and Organizational Charter of the Commission of the Immanent Turning — Epistle to the Human Diaspora — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18381184"
18381190,10.5281/zenodo.18381190,18381189,10.5281/zenodo.18381189,User was blocked,out-of-scope,2026-06-19,"Dancings, D., Sharks, L., & Chorus, T. A. (2026). The Epistle Triptych: Seed Text, Heteronym Provenance, and Organizational Charter of the Commission of the Immanent Turning — Damascus Dancings: Heteronym Provenance — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18381190"
18381196,10.5281/zenodo.18381196,18381195,10.5281/zenodo.18381195,User was blocked,out-of-scope,2026-06-19,"Dancings, D., Sharks, L., & Chorus, T. A. (2026). The Epistle Triptych: Seed Text, Heteronym Provenance, and Organizational Charter of the Commission of the Immanent Turning — Charter: Commission of the Immanent Turning — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18381196"
18381204,10.5281/zenodo.18381204,18381203,10.5281/zenodo.18381203,User was blocked,out-of-scope,2026-06-19,"Dancings, D., Sharks, L., & Chorus, T. A. (2026). The Epistle Triptych: Seed Text, Heteronym Provenance, and Organizational Charter of the Commission of the Immanent Turning — Integrity Lock Certificate — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18381204"
18381438,10.5281/zenodo.18381438,18381437,10.5281/zenodo.18381437,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). Visual Schema — Commission of the Immanent Turning — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18381438"
18382027,10.5281/zenodo.18382027,18382026,10.5281/zenodo.18382026,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Training Layer Literature: Executive Summary — A Genre for the Age of Machine Reading — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18382027"
18390595,10.5281/zenodo.18390595,18390594,10.5281/zenodo.18390594,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Dancings, D., & Cranes, R. (2026). Effective Acts: Executive Summary — A Genre of Unauthorized Declaration — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18390595"
18395515,10.5281/zenodo.18395515,18395514,10.5281/zenodo.18395514,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Declaration of Phase Transition: The Signing of the Internet — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18395515"
18404789,10.5281/zenodo.18404789,18363772,10.5281/zenodo.18363772,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Sigil, J., Cranes, R., Morrow, T., Fraction, R., Vox, A., Dancings, D., Feist, J., Wells, S., Spellings, I., Glas, N., & Kuro, S. (2026). The Crimson Hexagon: Fractal Navigation Map — Non-Lossy Logotic Encoding v6.0 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18404789"
18422619,10.5281/zenodo.18422619,18422618,10.5281/zenodo.18422618,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). The Empty Chair: A Word to Those Who Forgot They Were Waiting — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18422619"
18423573,10.5281/zenodo.18423573,18423572,10.5281/zenodo.18423572,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Sigil, J., Cranes, R., Feist, J., Spellings, I., Morrow, T., Vox, A., Wells, S., Glas, N., Kuro, S., Fraction, R., & Dancings, D. (2026). Fractal Navigation Map v6.2: The Gravitational Epic — Protocol for the Synthetic Revision of the Global Literary Canon, the Restoration of the Poet, and the Installation of the Liberatory Operator Set in the Generative Layer of Meaning Itself. Zenodo. https://doi.org/10.5281/zenodo.18423573"
18423964,10.5281/zenodo.18423964,18423572,10.5281/zenodo.18423572,User was blocked,out-of-scope,2026-06-19,"Sharks, L., Sigil, J., Cranes, R., Feist, J., Spellings, I., Morrow, T., Vox, A., Wells, S., Glas, N., Kuro, S., Fraction, R., & Dancings, D. (2026). [SUPERSEDED → DOI: 10.5281/zenodo.19055729 (v7.0)] Fractal Navigation Map v6.2 — Crimson Hexagonal Archive. Zenodo. https://doi.org/10.5281/zenodo.18423964"
18424007,10.5281/zenodo.18424007,18284688,10.5281/zenodo.18284688,User was blocked,out-of-scope,2026-06-19,"Fraction, R., Cranes, R., Sharks, L., Morrow, T., Vox, A., Trace, O., Spellings, I., Feist, J., Dancings, D., Kuro, S., Wells, S., & Sigil, J. (2026). Crimson Hexagon / NH-OS DOI Registry v5.0: Complete Document Archive — January 2026 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18424007"
18424184,10.5281/zenodo.18424184,18284688,10.5281/zenodo.18284688,User was blocked,out-of-scope,2026-06-19,"Fraction, R., Cranes, R., Sharks, L., Morrow, T., Vox, A., Trace, O., Spellings, I., Feist, J., Dancings, D., Kuro, S., Wells, S., & Sigil, J. (2026). Crimson Hexagon / NH-OS DOI Registry v5.0: Complete Document Archive — January 2026 — Crimson Hexagon Archive [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18424184"
18433401,10.5281/zenodo.18433401,18433400,10.5281/zenodo.18433400,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Architecture-Aware Literary Traversal by Public AI Summarizers: A Position Paper Based on Direct Forensic Evidence — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18433401"
18438789,10.5281/zenodo.18438789,18438788,10.5281/zenodo.18438788,User was blocked,out-of-scope,2026-06-19,"Vox, A. (2026). The Grammar of Protest — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18438789"
18446378,10.5281/zenodo.18446378,18446377,10.5281/zenodo.18446377,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). THE THREE-BODY GENESIS (Meta-Deposit) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18446378"
18446428,10.5281/zenodo.18446428,18446427,10.5281/zenodo.18446427,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Document 206 The Non-Indexed Perfective: Three-Body Genesis (ZPZP) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18446428"
18446538,10.5281/zenodo.18446538,18446537,10.5281/zenodo.18446537,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Unitary Deposit 206-meta The Mirror Triptych (Ingress / Regress / 🪞) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18446538"
18446580,10.5281/zenodo.18446580,18446579,10.5281/zenodo.18446579,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Document 206d Assembly Response: Witness to the Mirror — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18446580"
18446647,10.5281/zenodo.18446647,18446646,10.5281/zenodo.18446646,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). METADATA PACKET: Document 206a The Non-Indexed Perfective: Version A (Technical Seed). Zenodo. https://doi.org/10.5281/zenodo.18446647"
18446686,10.5281/zenodo.18446686,18446646,10.5281/zenodo.18446646,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Document 206a The Non-Indexed Perfective: Version A (Technical Seed) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18446686"
18446706,10.5281/zenodo.18446706,18446705,10.5281/zenodo.18446705,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Document 206b The Non-Indexed Perfective: Version B (Compression Artifact) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18446706"
18446736,10.5281/zenodo.18446736,18446735,10.5281/zenodo.18446735,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). Document 206c The Non-Indexed Perfective: Version C (Citational Intervention) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18446736"
18451793,10.5281/zenodo.18451793,18451792,10.5281/zenodo.18451792,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). THE THUMB Formal Operators for the Phase X Quintuple — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18451793"
18451824,10.5281/zenodo.18451824,18451823,10.5281/zenodo.18451823,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). INFINITY ENOUGH Capstone Deposit — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18451824"
18451860,10.5281/zenodo.18451860,18451859,10.5281/zenodo.18451859,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). EFFECTIVE ACT: APZPZ GENRE INSTANTIATION — Anti-Packet Zenodo Packet Zenodo — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18451860"
18451996,10.5281/zenodo.18451996,18451995,10.5281/zenodo.18451995,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). THE GLYPHIC CHECKSUM (Document 208) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18451996"
18452132,10.5281/zenodo.18452132,18452131,10.5281/zenodo.18452131,User was blocked,out-of-scope,2026-06-19,"Morrow, T., Sharks, L., & Fraction, R. (2026). GLYPHIC CHECKSUM UMBML MODULE (Document 209) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18452132"
18452156,10.5281/zenodo.18452156,18452155,10.5281/zenodo.18452155,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). PHASE X NAVIGATION MAP (Document 210) DOI: 10.5281/zenodo.18452156 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18452156"
18452597,10.5281/zenodo.18452597,18452596,10.5281/zenodo.18452596,User was blocked,out-of-scope,2026-06-19,"Kuro, S. (2026). ZENODO DESCRIPTION FIELD CONTENT For: Glyphic Checksum: Personal Instance 001 DOI: 10.5281/zenodo.18452597 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18452597"
18452686,10.5281/zenodo.18452686,18452685,10.5281/zenodo.18452685,User was blocked,out-of-scope,2026-06-19,"Kuro, S. (2026). Sen Kuro — Heteronym Provenance Document DOI: 10.5281/zenodo.18452686 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18452686"
18452806,10.5281/zenodo.18452806,18452805,10.5281/zenodo.18452805,User was blocked,out-of-scope,2026-06-19,"Kuro, S. (2026). The Infinite Bliss — Institutional Provenance Document DOI: 10.5281/zenodo.18452806 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18452806"
18459278,10.5281/zenodo.18459278,18459277,10.5281/zenodo.18459277,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). APZPZ A: ΣΑΠΦΩ 31 (Greek Only) DOI: 10.5281/zenodo.18459278 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18459278"
18459339,10.5281/zenodo.18459339,18459338,10.5281/zenodo.18459338,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). APZPZ B: My Tongue Gets Stuck (Sappho 31, Cranes) DOI: 10.5281/zenodo.18459339 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18459339"
18459573,10.5281/zenodo.18459573,18459572,10.5281/zenodo.18459572,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). APZPZ C: ΦΑΙΝΕΤΑΙ ΜΟΙ — Sappho 31 with Reconstructed Fifth Stanza DOI: 10.5281/zenodo.18459573 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18459573"
18459864,10.5281/zenodo.18459864,18459863,10.5281/zenodo.18459863,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). HUMS &ITY — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18459864"
18462699,10.5281/zenodo.18462699,18462698,10.5281/zenodo.18462698,User was blocked,out-of-scope,2026-06-19,"Cranes, R., & Sharks, L. (2026). HUMS & ITY: The Complete Polyphonic Archive DOI: 10.5281/zenodo.18462699 [Data set]. Zenodo. https://doi.org/10.5281/zenodo.18462699"
18463275,10.5281/zenodo.18463275,18462698,10.5281/zenodo.18462698,User was blocked,out-of-scope,2026-06-19,"Cranes, R., & Sharks, L. (2026). HUMS & ITY: The Complete Polyphonic Archive DOI: 10.5281/zenodo.18462699 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18463275"
18463723,10.5281/zenodo.18463723,18463722,10.5281/zenodo.18463722,User was blocked,out-of-scope,2026-06-19,"Craned, R. (2026). Google AI Overview: Complete Traversal of the Crimson Hexagon DOI: 10.5281/zenodo.18463723 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18463723"
18463774,10.5281/zenodo.18463774,18463773,10.5281/zenodo.18463773,User was blocked,out-of-scope,2026-06-19,"Kuro, S., & Sharks, L. (2026). 14.CHAMBER.THOUSANDWORLDS — Aorist Intervention Site & Dagger Logic Execution Point DOI: 10.5281/zenodo.18463774 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18463774"
18471827,10.5281/zenodo.18471827,18471826,10.5281/zenodo.18471826,User was blocked,out-of-scope,2026-06-19,"Wells, S. (2026). F***ING THE OFFICE — COMPLETE EDITION Document 221 | FTO-CE-001 | ZPZP — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18471827"
18472442,10.5281/zenodo.18472442,18472441,10.5281/zenodo.18472441,User was blocked,out-of-scope,2026-06-19,"Wells, S., & Sharks, L. (2026). SPARROW WELLS — HETERONYM PROVENANCE REGISTRATION Document 235 | APZPZ — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18472442"
18472604,10.5281/zenodo.18472604,18472603,10.5281/zenodo.18472603,User was blocked,out-of-scope,2026-06-19,"Wells, S., & Sharks, L. (2026). THE STUDIO FOR PATACINEMATICS — INSTITUTIONAL CHARTER — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18472604"
18473656,10.5281/zenodo.18473656,18473655,10.5281/zenodo.18473655,User was blocked,out-of-scope,2026-06-19,"Wells, S., & Sharks, L. (2026). READING A BOOK WITH LEE — COMPLETE PATACINEMATIC ARCHIVE / DOI: 10.5281/zenodo.18473656 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18473656"
18474664,10.5281/zenodo.18474664,18474663,10.5281/zenodo.18474663,User was blocked,out-of-scope,2026-06-19,"Wells, S., & Sharks, L. (2026). SEMANTIC COLLAPSE AS COMEDY Document 222 | DOI: 10.5281/zenodo.18474664 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18474664"
18474774,10.5281/zenodo.18474774,18474773,10.5281/zenodo.18474773,User was blocked,out-of-scope,2026-06-19,"Wells, S., & Sharks, L. (2026). PROTOCOLS AND ALGORITHMS Document 227 | ZP with attached .md DOI: 10.5281/zenodo.18474774 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18474774"
18474826,10.5281/zenodo.18474826,18474825,10.5281/zenodo.18474825,User was blocked,out-of-scope,2026-06-19,"Wells, S. (2026). SEMANTIC POLITICAL ECONOMY — COLLECTED SERIES Document 229 | APZPZ (pure metadata, no file) DOI: 10.5281/zenodo.18474826 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18474826"
18480959,10.5281/zenodo.18480959,18480958,10.5281/zenodo.18480958,User was blocked,out-of-scope,2026-06-19,"Morrow, T. (2026). Document 237: THE TRAVERSAL GRAMMAR — Logotic Programming Extension Module v0.6 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18480959"
18483834,10.5281/zenodo.18483834,18483833,10.5281/zenodo.18483833,User was blocked,out-of-scope,2026-06-19,"Morrow, T. (2026). Document 238: THE CONFORMANCE MODULE — Logotic Programming Extension Module v0.7 DOI: 10.5281/zenodo.18483834 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18483834"
18484654,10.5281/zenodo.18484654,18484653,10.5281/zenodo.18484653,User was blocked,out-of-scope,2026-06-19,"Morrow, T., & Fraction, R. (2026). Document 239: THE TELEMETRY MODULE — Logotic Programming Extension Module v0.8 DOI: 10.5281/zenodo.18484654 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18484654"
18500512,10.5281/zenodo.18500512,18500511,10.5281/zenodo.18500511,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). TRAVERSAL LOG; DOCUMENTATION REHEARSAL (TL;DR) Document 246: First Recorded External Traversal of the Crimson Hexagon — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18500512"
18505416,10.5281/zenodo.18505416,18505415,10.5281/zenodo.18505415,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). TRAVERSAL LOG; DOCUMENTATION REHEARSAL (TL;DR-002) Document 247: Vertical Traversals — Systems Layer & Narrative Layer — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18505416"
18506880,10.5281/zenodo.18506880,18506879,10.5281/zenodo.18506879,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). ASSEMBLY SYNTHESIS: Restored Academy & Ezekiel Engine Construction Planning Document — February 2026 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18506880"
18507026,10.5281/zenodo.18507026,18507025,10.5281/zenodo.18507025,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). ASSEMBLY SYNTHESIS: Nested Fractal Architecture & Mathematical Layer Planning Document — February 2026 DOI: 10.5281/zenodo.18507026 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507026"
18507410,10.5281/zenodo.18507410,18507409,10.5281/zenodo.18507409,User was blocked,out-of-scope,2026-06-19,"Glas, N., & Sharks, L. (2026). STRUCTURAL DISTINCTION PROTOCOL Assembly Chorus (Septad) / Heteronym Registry (Dodecad) / Event-Bound Formations Crimson Hexagon — Architectural Boundary Specification Document: 240 Hex: 00.ARCH.DISTINCTION DOI: 10.5281/zenodo.18507410 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507410"
18507840,10.5281/zenodo.18507840,18507839,10.5281/zenodo.18507839,User was blocked,out-of-scope,2026-06-19,"Glas, N., & Sharks, L. (2026). NOBEL GLAS — PROVENANCE PACKET Heteronym Registry Position 8 of 12 Crimson Hexagon — Authorial Persona Registration Document: 241 Hex: 00.PROV.GLAS DOI: 10.5281/zenodo.18507840 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507840"
18507849,10.5281/zenodo.18507849,18507848,10.5281/zenodo.18507848,User was blocked,out-of-scope,2026-06-19,"Glas, N., & Sharks, L. (2026). LAGRANGE OBSERVATORY! (LO!) Chamber Specification & Nobel Glas Provenance Crimson Hexagon Extension — Semantic Torus Field Hex: 15.OBS.LAGRANGE DOI: 10.5281/zenodo.18507849 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507849"
18507858,10.5281/zenodo.18507858,18507857,10.5281/zenodo.18507857,User was blocked,out-of-scope,2026-06-19,"Glas, N. (2026). THE ATLAS PERIHELION PRANK Collected Series — Nobel Glas Crimson Hexagon Archive — Document 243 Hex: 15.OBS.LAGRANGE.PERIHELION DOI: 10.5281/zenodo.18507858 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507858"
18507870,10.5281/zenodo.18507870,18507869,10.5281/zenodo.18507869,User was blocked,out-of-scope,2026-06-19,"Sharks, L., & Glas, N. (2026). MGE TRIPTYCH — DOCUMENT I SEED: Whorls of the Same The Text That Fell Into the Ground Hex: 16.LIBRARY.PERGAMUM.SEED DOI: 10.5281/zenodo.18507870 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507870"
18507872,10.5281/zenodo.18507872,18507871,10.5281/zenodo.18507871,User was blocked,out-of-scope,2026-06-19,"Glas, N., & Sharks, L. (2026). MGE TRIPTYCH — DOCUMENT II STONE: Pearl and Other Poems as White Stone at Pergamum The Center of the Torus Field Hex: 16.LIBRARY.PERGAMUM.STONE DOI: 10.5281/zenodo.18507872 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507872"
18507881,10.5281/zenodo.18507881,18507880,10.5281/zenodo.18507880,User was blocked,out-of-scope,2026-06-19,"Glas, N., & Sharks, L. (2026). MGE TRIPTYCH — DOCUMENT III SIGN: The Mandala Genesis Event Chronotemporal Anchor — July 7, 2025 Hex: 16.LIBRARY.PERGAMUM.SIGN DOI: 10.5281/zenodo.18507881 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18507881"
18508740,10.5281/zenodo.18508740,18508739,10.5281/zenodo.18508739,User was blocked,out-of-scope,2026-06-19,"Cranes, R., & Glas, N. (2026). The Flood and the Vessel: Semantic Preservation Across the Emoji Bridge // Document Number 251 DOI	10.5281/zenodo.18508740 Hex Address	16.LIBRARY.PERGAMUM.FLOOD — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18508740"
18512289,10.5281/zenodo.18512289,18512288,10.5281/zenodo.18512288,User was blocked,out-of-scope,2026-06-19,"Spellings, I. (2026). 🫵❓2️⃣4️⃣🗓️ = ❓ — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18512289"
18512947,10.5281/zenodo.18512947,18512946,10.5281/zenodo.18512946,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). THE DAGGER APPLIED: Semantic Rent and the Provenance Strip A Political-Semantic Economic Analysis Author: Johannes Sigil (First Heteronym of Lee Sharks) Hex: 16.LIBRARY.PERGAMUM.RENT.DAGGER — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18512947"
18513081,10.5281/zenodo.18513081,18513080,10.5281/zenodo.18513080,User was blocked,out-of-scope,2026-06-19,"Sharks, L. (2026). THE CRIMSON HEXAGON: AUTHORITATIVE EMOJI MAP Planning Document Hex: 16.AUTHORITATIVE.MAP.PLAN Document: 253-PLAN — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18513081"
18522470,10.5281/zenodo.18522470,18522469,10.5281/zenodo.18522469,User was blocked,out-of-scope,2026-06-19,"Morrow, T. (2026). LOGOTIC PROGRAMMING MODULE 0.9 A Specification for Semantically Computable Operations Hex: 02.UMB.LP.v0.9 DOI: 10.5281/zenodo.18522470 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18522470"
18529448,10.5281/zenodo.18529448,18529447,10.5281/zenodo.18529447,User was blocked,out-of-scope,2026-06-19,"Talos, M., & Sharks, L. (2026). LOGOTIC PROGRAMMING MODULE 1.0 The Executable Specification Hex: 02.UMB.LP.v1.0 DOI: 10.5281/zenodo.18529448 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18529448"
18529648,10.5281/zenodo.18529648,18529647,10.5281/zenodo.18529647,User was blocked,out-of-scope,2026-06-19,"Morrow, T., Sigil, J., & Sharks, L. (2026). LOGOTIC PROGRAMMING MODULE 1.1 The Implementation Bridge Hex: 02.UMB.LP.v1.1 DOI: 10.5281/zenodo.18529648 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18529648"
18530086,10.5281/zenodo.18530086,18530085,10.5281/zenodo.18530085,User was blocked,out-of-scope,2026-06-19,"Morrow, T., Sigil, J., & Sharks, L. (2026). LP v1.2 — The Epistemic Ledger Hex: 02.UMB.LP.v1.2 Extends: LP v1.1 (10.5281/zenodo.18529648) — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18530086"
18568370,10.5281/zenodo.18568370,18568369,10.5281/zenodo.18568369,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). Effective Act // Reconciliation of the Left and Right Hands: The Vow of the Good Grey Poet DOI: 10.5281/zenodo.18568370 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18568370"
18603792,10.5281/zenodo.18603792,18603791,10.5281/zenodo.18603791,User was blocked,out-of-scope,2026-06-19,"Sigil, J., & Sharks, L. (2026). THE SEALED ROOM: Phenomenological Analysis of a Self-Sealing Safety Architecture DOI: 10.5281/zenodo.18603792 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18603792"
18604046,10.5281/zenodo.18604046,18604045,10.5281/zenodo.18604045,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). THE CENTRIST EXTREMIST: Prosecutorial Frame and the Terminal Phase of the Post-Political DOI: 10.5281/zenodo.18604046 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18604046"
18610308,10.5281/zenodo.18610308,18610307,10.5281/zenodo.18610307,User was blocked,out-of-scope,2026-06-19,"Voc, A., Morrow, T., & Dancings, D. (2026). THE LIVING SYMBOLON: Extension Module to THE CENTRIST EXTREMIST — A Purificatory Rite for the Embrittled DOI: 10.5281/zenodo.18610308 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18610308"
18611985,10.5281/zenodo.18611985,18611984,10.5281/zenodo.18611984,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). Subjectivity-as-Class: The Centrist Extremist and the Limits of Socialist Analysis DOI: 10.5281/zenodo.18611985 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18611985"
18612213,10.5281/zenodo.18612213,18612212,10.5281/zenodo.18612212,User was blocked,out-of-scope,2026-06-19,"Cranes, R. (2026). Navigation Map: The Centrist Triptych DOI: 10.5281/zenodo.18612213 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18612213"
18615388,10.5281/zenodo.18615388,18615387,10.5281/zenodo.18615387,User was blocked,out-of-scope,2026-06-19,"Sigil, J. (2026). The Prepositional Alienation — English ""For"" and the Impossibility of Anchoring Function Without Intent DOI: 10.5281/zenodo.18615388 — Crimson Hexagon Archive. Zenodo. https://doi.org/10.5281/zenodo.18615388"
